full_name,selling_price,year,seller_type,km_driven,fuel_type,transmission_type,mileage,engine,max_power,seats
Ford Ikon 1.6 SXi,1.0,2004.0,Individual,35000,Petrol,Manual,14.2,1597.0,92.0,5.0
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,5.99,2018.0,Dealer,19000,Petrol,Manual,18.78,999.0,75.0,5.0
Maruti Swift VXI,5.9,2019.0,Individual,17600,Petrol,Manual,21.21,1197.0,81.8,5.0
Hyundai Grand i10 1.2 Kappa Sportz AT,5.75,2018.0,Individual,26800,Petrol,Automatic,18.9,1197.0,81.86,5.0
Maruti Swift VDI,5.0,2014.0,Dealer,50000,Diesel,Manual,22.9,1248.0,74.0,5.0
Honda CR-V RVi AT,7.5,2012.0,Dealer,49049,Petrol,Automatic,13.1,2354.0,141.1,5.0
Honda City i VTEC CVT SV,5.5,2014.0,Dealer,45045,Petrol,Automatic,18.0,1497.0,117.3,5.0
Hyundai Santro Sportz AMT,5.45,2019.0,Dealer,25000,Petrol,Automatic,20.3,1086.0,68.07,5.0
Hyundai i20 Magna,6.4,2020.0,Individual,20000,Petrol,Manual,20.35,1197.0,81.86,5.0
Hyundai i20 1.2 Magna,3.9,2014.0,Dealer,48000,Petrol,Manual,18.5,1197.0,80.0,5.0
Tata Harrier XZ BSIV,17.5,2019.0,Individual,20000,Diesel,Manual,17.0,1956.0,138.1,5.0
Mercedes-Benz GLS 2016-2020 350d Grand Edition,70.0,2017.0,Dealer,37000,Diesel,Automatic,11.0,2987.0,258.0,7.0
Tata Tiago 1.2 Revotron XT,3.6,2018.0,Individual,60000,Petrol,Manual,23.84,1199.0,84.0,5.0
Renault Duster 85PS Diesel RxL,5.5,2015.0,Individual,120000,Diesel,Manual,20.45,1461.0,83.8,5.0
Hyundai i10 Sportz,1.8,2010.0,Individual,100000,Petrol,Manual,20.36,1197.0,78.9,5.0
Hyundai EON 1.0 Kappa Magna Plus Optional,2.55,2016.0,Individual,70000,Petrol,Manual,20.3,998.0,68.05,5.0
Honda Amaze E i-DTEC,4.1,2017.0,Individual,100000,Diesel,Manual,25.8,1498.0,98.6,5.0
Ford Figo 1.5D Trend MT,5.0,2015.0,Dealer,76416,Diesel,Manual,25.83,1498.0,99.0,5.0
Ford Ecosport 1.5 DV5 MT Titanium,5.25,2014.0,Dealer,38125,Diesel,Manual,22.7,1498.0,89.84,5.0
Tata Indica DL BSIII,0.46288,2010.0,Individual,40000,Diesel,Manual,17.88,1396.0,52.8,5.0
Honda Civic 1.8 V AT Sunroof,6.0,2012.0,Individual,80000,Petrol,Automatic,13.9,1799.0,130.3,5.0
Maruti Ritz VDi,4.25,2012.0,Dealer,67213,Diesel,Manual,23.2,1248.0,73.94,5.0
Maruti Alto LXi,0.9,2007.0,Individual,120000,Petrol,Manual,19.7,796.0,46.3,5.0
Maruti Swift VXI BSIV,6.4,2020.0,Dealer,10000,Petrol,Manual,22.0,1197.0,81.8,5.0
Toyota Corolla Altis D-4D JS,7.5,2014.0,Dealer,27000,Diesel,Manual,21.43,1364.0,87.2,5.0
Mahindra XUV500 W11 Option BSIV,17.0,2019.0,Individual,10000,Diesel,Manual,15.1,2179.0,152.87,7.0
Audi Q3 35 TDI Quattro Premium,13.5,2013.0,Dealer,53000,Diesel,Automatic,15.73,1968.0,174.33,5.0
Hyundai Verna VTVT 1.6 SX,9.25,2018.0,Trustmark Dealer,21734,Petrol,Manual,17.0,1591.0,121.3,5.0
Hyundai i20 Sportz 1.2,5.3,2016.0,Dealer,35000,Petrol,Manual,18.6,1197.0,81.83,5.0
Ford Ecosport 2015-2021 1.5 Petrol Trend Plus AT BSIV,8.5,2017.0,Dealer,35000,Petrol,Automatic,14.8,1497.0,121.36,5.0
Tata Harrier XZ Dark Edition BSIV,16.5,2019.0,Dealer,17000,Diesel,Manual,17.0,1956.0,138.1,5.0
Maruti Wagon R LXI,2.95,2014.0,Individual,40000,Petrol,Manual,20.51,998.0,67.04,5.0
Maruti Ritz VDi,3.49,2014.0,Dealer,46000,Diesel,Manual,23.2,1248.0,73.94,5.0
Mahindra Renault Logan 1.4 GLX Petrol,1.25,2007.0,Dealer,68000,Petrol,Manual,15.7,1390.0,75.0,5.0
Mahindra XUV500 W6 2WD,10.75,2017.0,Dealer,34000,Diesel,Manual,16.0,2179.0,140.0,7.0
Ford Ecosport 1.5 DV5 MT Titanium,5.9,2015.0,Dealer,50000,Diesel,Manual,22.7,1498.0,89.84,5.0
Ford Ecosport 1.5 DV5 MT Ambiente,4.15,2014.0,Dealer,64000,Diesel,Manual,22.7,1498.0,89.84,5.0
Maruti Vitara Brezza VDi AMT,8.31,2018.0,Dealer,69000,Diesel,Automatic,24.3,1248.0,88.5,5.0
Hyundai Venue SX Opt Diesel BSIV,10.99,2019.0,Dealer,12000,Diesel,Manual,23.7,1396.0,88.7,5.0
Maruti Swift Dzire VXi AT,3.95,2012.0,Dealer,66581,Petrol,Automatic,17.4,1197.0,85.8,5.0
Skoda Superb LK 2.0 TDI AT,4.8,2011.0,Dealer,65000,Diesel,Automatic,18.19,1968.0,174.5,5.0
Maruti Vitara Brezza VDi Option,6.2,2016.0,Dealer,65000,Diesel,Manual,24.3,1248.0,88.5,5.0
Honda City 1.5 V AT,3.31,2010.0,Dealer,72000,Petrol,Automatic,16.8,1497.0,118.0,5.0
Maruti Baleno Zeta Automatic,7.9,2019.0,Dealer,10000,Petrol,Automatic,21.4,1197.0,83.1,5.0
Mitsubishi Pajero Sport 4X4,8.45,2012.0,Dealer,98000,Diesel,Manual,13.5,2477.0,175.56,7.0
Maruti Swift Dzire Tour 2012-2018 LDI,3.7,2014.0,Dealer,64523,Diesel,Manual,23.4,1248.0,74.0,5.0
Toyota Corolla Altis 1.8 VL CVT,18.25,2018.0,Dealer,17000,Petrol,Automatic,14.28,1798.0,138.03,5.0
Honda WR-V i-VTEC VX,8.75,2019.0,Dealer,10000,Petrol,Manual,17.5,1199.0,88.7,5.0
Hyundai i20 1.2 Magna,2.9,2012.0,Dealer,60000,Petrol,Manual,18.5,1197.0,80.0,5.0
Honda Civic 1.8 V MT,2.6,2008.0,Dealer,73235,Petrol,Manual,13.5,1799.0,130.0,5.0
Maruti Wagon R Stingray LXI,2.2,2013.0,Individual,120000,Petrol,Manual,20.51,998.0,67.04,5.0
BMW 3 Series 320i,8.0,2012.0,Individual,41500,Petrol,Automatic,12.05,1995.0,154.0,5.0
Ford Fiesta 1.5 TDCi Trend,4.25,2015.0,Individual,75000,Diesel,Manual,25.01,1498.0,89.75,5.0
Audi A3 35 TDI Premium Plus,28.75,2020.0,Dealer,16000,Diesel,Automatic,20.38,1968.0,143.0,5.0
Maruti Swift VXI,3.4,2012.0,Dealer,62000,Petrol,Manual,18.6,1197.0,85.8,5.0
Audi Q5 2.0 TDI,12.5,2012.0,Dealer,80000,Diesel,Automatic,12.8,1968.0,167.6,5.0
Maruti Baleno Delta 1.2,5.7,2017.0,Individual,44000,Petrol,Manual,21.4,1197.0,83.1,5.0
Ford Ecosport 2015-2021 1.5 Diesel Titanium,5.6,2014.0,Dealer,46412,Diesel,Manual,21.7,1498.0,98.96,5.0
Tata Nexon 1.2 Revotron XZA Plus,8.5,2019.0,Individual,15000,Petrol,Automatic,17.0,1198.0,108.5,5.0
Toyota Innova 2.5 V Diesel 7-seater,6.85,2013.0,Dealer,95000,Diesel,Manual,12.8,2494.0,102.0,7.0
Toyota Fortuner 4x4 AT,12.49,2013.0,Dealer,82000,Diesel,Automatic,12.55,2982.0,168.5,7.0
Nissan Sunny XE,3.95,2015.0,Dealer,20000,Petrol,Manual,16.95,1498.0,97.6,5.0
Maruti Swift Dzire VDI,4.9,2015.0,Dealer,75251,Diesel,Manual,23.4,1248.0,74.0,5.0
Maruti Eeco CNG 5 Seater AC BSIV,3.8,2018.0,Individual,35000,CNG,Manual,21.94,1196.0,61.7,5.0
Mahindra Thar 4X4,4.36,2012.0,Dealer,18053,Diesel,Manual,16.55,2498.0,105.0,7.0
Hyundai i20 Magna 1.4 CRDi,4.22,2015.0,Individual,60000,Diesel,Manual,22.54,1396.0,88.73,5.0
Maruti Wagon R AMT VXI,4.85,2018.0,Trustmark Dealer,3944,Petrol,Automatic,20.51,998.0,67.0,5.0
Ford Fiesta 1.4 Duratorq ZXI,2.7,2013.0,Dealer,25000,Diesel,Manual,17.8,1399.0,68.0,5.0
Mahindra XUV500 W10 AWD,9.5,2015.0,Dealer,68000,Diesel,Manual,16.0,2179.0,140.0,7.0
Mercedes-Benz C-Class C 200 Avantgarde Edition C,12.5,2013.0,Dealer,29000,Petrol,Automatic,14.74,1991.0,181.03,5.0
Honda City i DTec V,5.9,2016.0,Dealer,61225,Diesel,Manual,26.0,1498.0,98.6,5.0
Mercedes-Benz GLS 2016-2020 400 4MATIC,69.5,2018.0,Dealer,28000,Petrol,Automatic,8.9,2996.0,333.0,7.0
Hyundai Grand i10 1.2 CRDi Sportz,3.45,2014.0,Dealer,54000,Diesel,Manual,24.0,1186.0,73.97,5.0
BMW 3 Series 320d Prestige,11.55,2013.0,Dealer,83000,Diesel,Automatic,18.88,1995.0,184.0,5.0
Maruti Swift Dzire VXI,5.0,2015.0,Dealer,40000,Petrol,Manual,20.85,1197.0,83.14,5.0
Maruti Wagon R VXI,3.1,2014.0,Dealer,42290,Petrol,Manual,20.51,998.0,67.04,5.0
Honda Amaze S AT i-Vtech,5.25,2017.0,Dealer,45000,Petrol,Automatic,15.5,1198.0,86.7,5.0
Maruti Swift ZXi BSIV,4.01,2014.0,Dealer,56000,Petrol,Manual,16.1,1197.0,85.0,5.0
Honda City i DTec V,5.99,2016.0,Dealer,48000,Diesel,Manual,26.0,1498.0,98.6,5.0
Hyundai i20 Magna 1.2,4.8,2015.0,Trustmark Dealer,42101,Petrol,Manual,18.6,1197.0,81.83,5.0
Skoda Rapid 1.5 TDI AT Elegance,6.75,2016.0,Dealer,675000,Diesel,Automatic,21.66,1498.0,103.52,5.0
Mercedes-Benz GLA Class 200 Sport,29.35,2019.0,Dealer,16000,Petrol,Automatic,13.7,1991.0,183.0,5.0
Toyota Innova Crysta 2016-2020 2.7 VX MT BSIV,14.27,2017.0,Dealer,53400,Petrol,Manual,11.25,2694.0,163.7,7.0
Hyundai Grand i10 1.2 CRDi Asta,3.75,2014.0,Dealer,55000,Diesel,Manual,24.0,1186.0,73.97,5.0
Hyundai Verna VTVT 1.6 AT SX Plus,10.75,2018.0,Dealer,40000,Petrol,Automatic,17.0,1591.0,121.3,5.0
Maruti A Star AT VXI,2.4,2011.0,Dealer,63000,Petrol,Automatic,16.98,998.0,66.1,5.0
Toyota Etios G,3.35,2012.0,Dealer,49000,Petrol,Manual,16.78,1496.0,88.73,5.0
Toyota Glanza V,8.35,2019.0,Dealer,10000,Petrol,Manual,21.01,1197.0,81.8,5.0
Honda City i VTEC VX Option,8.9,2017.0,Dealer,48000,Petrol,Manual,17.8,1497.0,117.3,5.0
Toyota Corolla Altis Diesel D4DJ,3.25,2011.0,Dealer,49000,Diesel,Manual,21.43,1364.0,87.2,5.0
BMW X1 xDrive 20d xLine,20.0,2018.0,Dealer,80000,Diesel,Automatic,20.68,1995.0,190.0,5.0
Kia Carnival Prestige 9 STR,30.0,2020.0,Dealer,3000,Diesel,Automatic,14.11,2199.0,197.2,9.0
Hyundai i20 Sportz 1.2,4.9,2015.0,Dealer,68237,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Alto K10 LXI,3.78,2018.0,Dealer,57199,Petrol,Manual,23.95,998.0,67.05,5.0
Maruti Baleno Zeta CVT,6.9,2017.0,Dealer,33000,Petrol,Automatic,19.56,1197.0,81.8,5.0
Maruti Swift LXI,4.8,2019.0,Individual,6500,Petrol,Manual,21.21,1197.0,81.8,5.0
BMW 3 Series 320d Luxury Line,25.0,2017.0,Dealer,26000,Diesel,Automatic,19.62,1995.0,187.74,5.0
Hyundai i20 1.2 Asta,5.8,2017.0,Individual,100000,Petrol,Manual,18.6,1197.0,81.83,5.0
Maruti Baleno Delta 1.3,5.5,2016.0,Dealer,58354,Diesel,Manual,27.39,1248.0,74.0,5.0
Audi A4 2.0 TDI,13.5,2013.0,Dealer,43000,Diesel,Automatic,16.55,1968.0,147.51,5.0
Maruti Vitara Brezza ZDi Plus,7.5,2017.0,Dealer,68200,Diesel,Manual,24.3,1248.0,88.5,5.0
Hyundai Santro Xing GL,0.96,2007.0,Dealer,105000,Petrol,Manual,0.0,1086.0,62.0,5.0
Hyundai Grand i10 CRDi Magna,3.25,2014.0,Dealer,56000,Diesel,Manual,24.0,1120.0,70.0,5.0
Honda Amaze S i-Vtech,3.95,2015.0,Dealer,36000,Petrol,Manual,18.0,1198.0,86.7,5.0
Toyota Fortuner 4x2 AT,11.75,2012.0,Dealer,100000,Diesel,Automatic,12.55,2982.0,168.5,7.0
Porsche Cayenne Turbo,20.0,2009.0,Individual,126000,Petrol,Automatic,8.5,4806.0,500.0,5.0
BMW 3 Series GT Luxury Line,36.0,2018.0,Dealer,28000,Diesel,Automatic,21.76,1995.0,188.0,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,9.25,2014.0,Dealer,52000,Diesel,Manual,12.99,2494.0,100.0,7.0
Maruti Wagon R CNG LXI BSIV,4.7,2019.0,Dealer,19022,CNG,Manual,33.54,998.0,67.04,5.0
Maruti Wagon R LXI DUO BSIII,0.9,2007.0,Individual,90000,LPG,Manual,17.3,1061.0,57.5,5.0
Maruti Wagon R VXI,1.5,2009.0,Dealer,60000,Petrol,Manual,21.79,998.0,67.05,5.0
Honda Civic 1.8 V MT,2.35,2009.0,Dealer,62000,Petrol,Manual,13.5,1799.0,130.0,5.0
Maruti Eeco 5 STR With AC Plus HTR CNG,2.91,2016.0,Dealer,51000,CNG,Manual,15.1,1196.0,73.0,5.0
Maruti Wagon R AMT VXI,3.8,2015.0,Dealer,48000,Petrol,Automatic,20.51,998.0,67.0,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,6.45,2013.0,Dealer,81000,Diesel,Manual,12.99,2494.0,100.6,8.0
Mercedes-Benz C-Class Progressive C 220d,40.0,2020.0,Dealer,10000,Diesel,Automatic,12.6,1950.0,194.0,5.0
Renault Duster RXE 85PS BSIV,5.0,2015.0,Dealer,60000,Diesel,Manual,19.87,1461.0,84.0,5.0
Toyota Prius Z6,12.5,2012.0,Dealer,80000,Petrol,Automatic,23.91,1798.0,97.8,5.0
Maruti Ciaz VDi Plus SHVS,5.37,2015.0,Dealer,62000,Diesel,Manual,28.09,1248.0,88.5,5.0
Maruti SX4 S Cross DDiS 200 Delta,5.5,2016.0,Individual,100000,Diesel,Manual,23.65,1248.0,88.5,5.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,4.38,2014.0,Dealer,104643,Diesel,Manual,22.7,1498.0,89.84,5.0
Tata Tigor 1.2 Revotron XT,4.95,2018.0,Individual,30000,Petrol,Manual,20.3,1199.0,84.0,5.0
Maruti Wagon R ZXI AMT 1.2BSIV,5.4,2019.0,Trustmark Dealer,8873,Petrol,Automatic,21.5,1197.0,81.8,5.0
Mahindra XUV500 AT W6 1.99 mHawk,12.9,2018.0,Dealer,17000,Diesel,Automatic,16.0,1997.0,140.0,7.0
Hyundai i20 Magna Optional 1.4 CRDi,3.49,2013.0,Dealer,48000,Diesel,Manual,21.9,1396.0,88.8,5.0
Mahindra Bolero 2011-2019 ZLX,6.85,2017.0,Dealer,32000,Diesel,Manual,15.96,2523.0,62.1,7.0
Skoda Superb Elegance 1.8 TSI AT,5.85,2012.0,Dealer,62000,Petrol,Automatic,13.7,1798.0,157.75,5.0
Renault Duster 110PS Diesel RxZ,3.9,2013.0,Dealer,65000,Diesel,Manual,19.01,1461.0,108.45,5.0
Maruti Ertiga VDI,4.49,2013.0,Dealer,57001,Diesel,Manual,20.77,1248.0,88.76,7.0
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,3.0,2015.0,Dealer,25000,Diesel,Manual,12.99,2494.0,100.57,7.0
Honda City 1.5 S MT,6.5,2015.0,Dealer,41000,Petrol,Manual,17.0,1497.0,118.0,5.0
Volkswagen Polo 1.2 MPI Comfortline,4.0,2014.0,Dealer,28492,Petrol,Manual,16.47,1198.0,74.0,5.0
Honda City i VTEC CVT VX,8.15,2016.0,Dealer,78000,Petrol,Automatic,18.0,1497.0,117.3,5.0
Hyundai Creta 1.6 SX Automatic Diesel,11.55,2017.0,Individual,34500,Diesel,Automatic,17.6,1582.0,126.2,5.0
Honda WR-V i-VTEC VX,7.5,2017.0,Dealer,34000,Petrol,Manual,17.5,1199.0,88.7,5.0
Hyundai i20 1.4 Asta Option,6.25,2017.0,Individual,80000,Diesel,Manual,22.54,1396.0,88.73,5.0
Hyundai i10 Era,1.45,2008.0,Dealer,75000,Petrol,Manual,19.81,1086.0,68.05,5.0
Maruti Swift VDI BSIV,3.34,2014.0,Dealer,112795,Diesel,Manual,25.2,1248.0,74.0,5.0
Fiat Avventura Urban Cross 1.3 Multijet Emotion,6.15,2019.0,Dealer,12002,Diesel,Manual,20.5,1248.0,91.72,5.0
Maruti Swift LXI Option,4.4,2016.0,Dealer,47000,Petrol,Manual,20.4,1197.0,81.8,5.0
BMW 3 Series 320d M Sport,18.9,2015.0,Dealer,45000,Diesel,Automatic,22.69,1995.0,190.0,5.0
Hyundai i20 1.4 CRDi Magna,2.95,2013.0,Dealer,58000,Diesel,Manual,21.9,1396.0,90.0,5.0
Maruti Wagon R VXI,3.2,2013.0,Dealer,58000,Petrol,Manual,20.51,998.0,67.04,5.0
Skoda Octavia Elegance 1.8 TSI AT,7.8,2013.0,Dealer,76000,Petrol,Automatic,14.7,1798.0,177.5,5.0
Maruti Vitara Brezza ZDi,7.1,2017.0,Dealer,52000,Diesel,Manual,24.3,1248.0,88.5,5.0
Hyundai Verna 1.6 SX,4.95,2014.0,Dealer,71000,Diesel,Manual,22.32,1582.0,126.32,5.0
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus,9.9,2019.0,Dealer,18000,Petrol,Manual,15.9,1496.0,120.69,5.0
Fiat Avventura MULTIJET Active,4.5,2015.0,Individual,70000,Diesel,Manual,20.5,1248.0,91.72,5.0
Hyundai Creta 1.6 VTVT SX Plus,8.9,2016.0,Dealer,36000,Petrol,Manual,13.0,1591.0,121.3,5.0
Maruti Ciaz ZDi SHVS,5.95,2016.0,Dealer,72000,Diesel,Manual,28.09,1248.0,88.5,5.0
Honda Amaze S i-Dtech,3.88,2015.0,Dealer,66000,Diesel,Manual,25.8,1498.0,98.6,5.0
Hyundai i10 Magna,1.6,2009.0,Dealer,92000,Petrol,Manual,20.36,1197.0,78.9,5.0
Mahindra TUV 300 T8,6.5,2016.0,Dealer,46000,Diesel,Manual,18.49,1493.0,100.0,7.0
Tata Aria Pleasure 4x2,4.25,2013.0,Dealer,70000,Diesel,Manual,15.05,2179.0,147.9,7.0
BMW 3 Series 320d Prestige,11.7,2013.0,Dealer,83000,Diesel,Automatic,18.88,1995.0,184.0,5.0
Hyundai i20 1.2 Asta Option,6.5,2017.0,Trustmark Dealer,28810,Petrol,Manual,18.6,1197.0,81.83,5.0
Hyundai Creta 1.6 SX Option,9.0,2016.0,Dealer,33000,Petrol,Manual,15.8,1591.0,121.3,5.0
Hyundai Grand i10 1.2 Kappa Sportz AT,4.95,2017.0,Dealer,42000,Petrol,Automatic,18.9,1197.0,81.86,5.0
Honda City 1.5 S MT,2.8,2010.0,Individual,80000,Petrol,Manual,17.0,1497.0,118.0,5.0
Maruti Swift Dzire VDi,3.0,2012.0,Individual,80000,Diesel,Manual,19.3,1248.0,73.9,5.0
Maruti Swift Dzire VXi,2.2,2009.0,Dealer,58000,Petrol,Manual,17.5,1298.0,85.8,5.0
Audi Q7 2006-2020 45 TDI Quattro Premium Plus,68.0,2020.0,Dealer,4000,Diesel,Automatic,14.75,2967.0,245.0,7.0
Maruti Swift VVT VXI,3.85,2014.0,Dealer,29052,Petrol,Manual,22.0,1197.0,81.8,5.0
Maruti Baleno Zeta 1.2,6.15,2017.0,Dealer,38000,Petrol,Manual,21.4,1197.0,83.1,5.0
Volkswagen Polo 1.5 TDI Comfortline,3.9,2016.0,Dealer,62000,Diesel,Manual,20.14,1498.0,88.0,5.0
Hyundai Grand i10 1.2 Kappa Asta,4.95,2017.0,Dealer,25000,Petrol,Manual,18.9,1197.0,81.86,5.0
Maruti Ciaz Zeta 1.5,9.25,2019.0,Dealer,9000,Diesel,Manual,26.32,1498.0,93.87,5.0
Hyundai Verna 1.6 CRDi AT SX,6.5,2015.0,Individual,80000,Diesel,Automatic,19.08,1582.0,126.2,5.0
Ford Ecosport 1.5 DV5 MT Trend,5.25,2015.0,Dealer,58000,Diesel,Manual,22.7,1498.0,89.84,5.0
Honda Jazz 1.2 VX i VTEC,5.0,2016.0,Individual,26000,Petrol,Manual,18.7,1199.0,88.7,5.0
Honda City 1.5 S MT,4.2,2012.0,Dealer,47000,Petrol,Manual,17.0,1497.0,118.0,5.0
Maruti Wagon R VXI,2.1,2011.0,Dealer,41000,Petrol,Manual,20.51,998.0,67.04,5.0
Toyota Corolla Altis 1.8 VL AT,12.5,2016.0,Dealer,71000,Petrol,Automatic,14.53,1794.0,138.1,5.0
Maruti Wagon R LXI Optional,3.0,2014.0,Dealer,58000,Petrol,Manual,20.51,998.0,67.04,5.0
Maruti Swift VXi BSIV,4.1,2011.0,Individual,30000,Petrol,Manual,16.1,1197.0,85.0,5.0
Maruti Swift Dzire LDi,2.9,2012.0,Individual,87800,Diesel,Manual,19.3,1248.0,73.9,5.0
Mahindra Scorpio S5 BSIV,11.75,2019.0,Dealer,41000,Diesel,Manual,16.36,2179.0,120.0,7.0
Honda City i VTEC SV,6.25,2014.0,Dealer,53000,Petrol,Manual,17.8,1497.0,117.3,5.0
Mahindra Scorpio LX,5.0,2013.0,Dealer,66000,Diesel,Manual,12.05,2179.0,120.0,9.0
Ford Ecosport 2015-2021 S Diesel BSIV,11.0,2019.0,Individual,40000,Diesel,Manual,23.0,1498.0,98.96,5.0
Toyota Corolla Altis G MT,5.0,2013.0,Dealer,75000,Petrol,Manual,14.28,1798.0,138.03,5.0
Ford Aspire 1.5 TDCi Titanium,4.9,2015.0,Dealer,41000,Diesel,Manual,25.83,1498.0,99.0,5.0
Mahindra XUV500 AT W6 1.99 mHawk,11.75,2017.0,Dealer,18000,Diesel,Automatic,16.0,1997.0,140.0,7.0
Maruti Swift AMT VXI,6.35,2019.0,Individual,7200,Petrol,Automatic,21.21,1197.0,81.8,5.0
Hyundai i20 1.2 Magna,2.25,2010.0,Dealer,57000,Petrol,Manual,18.5,1197.0,80.0,5.0
Toyota Etios Liva VX,4.5,2015.0,Dealer,33000,Petrol,Manual,18.3,1197.0,78.9,5.0
Mahindra XUV500 W8 2WD,8.1,2015.0,Dealer,63000,Diesel,Manual,15.1,2179.0,140.0,7.0
Hyundai Grand i10 Sportz,3.65,2014.0,Dealer,28000,Petrol,Manual,18.9,1197.0,82.0,5.0
Maruti Baleno Zeta 1.2,5.32,2016.0,Dealer,31600,Petrol,Manual,21.4,1197.0,83.1,5.0
Tata Nexon 1.5 Revotorq XZ Plus,6.5,2017.0,Individual,90000,Diesel,Manual,21.5,1497.0,108.5,5.0
Mercedes-Benz B Class B180 CDI,13.25,2014.0,Dealer,38500,Diesel,Automatic,14.8,2143.0,120.7,5.0
Maruti Vitara Brezza ZDi Plus Dual Tone,8.35,2017.0,Dealer,45000,Diesel,Manual,24.3,1248.0,88.5,5.0
Ford Endeavour 2.2 Trend MT 4X2,20.9,2016.0,Dealer,64000,Diesel,Manual,13.5,2198.0,157.7,7.0
Porsche Boxster S,81.0,2019.0,Dealer,5000,Petrol,Manual,14.08,3436.0,315.0,2.0
Renault KWID RXL,2.65,2017.0,Trustmark Dealer,30254,Petrol,Manual,25.17,799.0,53.3,5.0
Mercedes-Benz GL-Class 300 4MATIC,48.0,2019.0,Dealer,4000,Petrol,Automatic,11.5,1991.0,245.0,5.0
Mitsubishi Pajero Sport 4X4,8.0,2012.0,Dealer,85000,Diesel,Manual,13.5,2477.0,175.56,7.0
Maruti Ertiga SHVS VDI,7.1,2017.0,Dealer,50000,Diesel,Manual,24.52,1248.0,88.5,7.0
Toyota Camry Hybrid,19.95,2016.0,Dealer,86000,Petrol,Automatic,19.16,2494.0,158.2,5.0
Toyota Fortuner 4x2 4 Speed AT,14.75,2014.0,Dealer,80002,Diesel,Automatic,11.5,2982.0,169.0,7.0
Hyundai Verna SX Opt AT Diesel,4.45,2013.0,Dealer,52000,Diesel,Automatic,21.3,1493.0,113.42,5.0
Honda City i VTEC SV,6.1,2015.0,Dealer,54000,Petrol,Manual,17.8,1497.0,117.3,5.0
Maruti Ciaz VDi,5.99,2016.0,Dealer,43000,Diesel,Manual,26.21,1248.0,88.5,5.0
Mercedes-Benz E-Class E350 CDI Avantgarde,12.75,2012.0,Dealer,55000,Diesel,Automatic,11.5,2987.0,210.0,5.0
Honda City i-VTEC CVT ZX,12.07,2019.0,Individual,25000,Petrol,Automatic,18.0,1497.0,117.6,5.0
Honda City i VTEC CVT VX,8.35,2016.0,Dealer,26000,Petrol,Automatic,18.0,1497.0,117.3,5.0
Mahindra Ssangyong Rexton RX5,6.75,2014.0,Dealer,67000,Diesel,Manual,12.83,2696.0,162.0,7.0
Maruti Wagon R LX DUO BSIII,0.8,2007.0,Individual,90000,LPG,Manual,17.3,1061.0,57.5,5.0
Jaguar XJ 3.0L Portfolio,50.0,2016.0,Dealer,33000,Diesel,Automatic,10.5,2993.0,271.23,4.0
Hyundai i20 Magna 1.2,4.0,2014.0,Individual,110000,Petrol,Manual,18.6,1197.0,81.83,5.0
Honda City S,3.01,2011.0,Dealer,65962,Petrol,Manual,16.8,1497.0,116.4,5.0
Honda City i VTEC V,6.8,2016.0,Dealer,88000,Petrol,Manual,17.4,1497.0,117.3,5.0
Hyundai Verna 1.6 CRDI,3.5,2012.0,Dealer,64100,Diesel,Manual,22.32,1582.0,126.3,5.0
Maruti Swift DDiS ZDI,4.25,2014.0,Dealer,80000,Diesel,Manual,28.4,1248.0,74.0,5.0
Renault Duster 85PS Diesel RxL,4.2,2013.0,Dealer,70000,Diesel,Manual,20.45,1461.0,83.8,5.0
Maruti Ciaz ZDi Plus SHVS,5.49,2015.0,Dealer,49000,Diesel,Manual,28.09,1248.0,88.5,5.0
Maruti Swift Dzire VXI,3.35,2012.0,Dealer,65000,Petrol,Manual,19.1,1197.0,85.8,5.0
Hyundai i20 1.4 CRDi Sportz,3.0,2012.0,Individual,100000,Diesel,Manual,23.0,1396.0,90.0,5.0
Hyundai Creta 1.4 E Plus,10.5,2018.0,Dealer,10000,Diesel,Manual,22.1,1396.0,88.7,5.0
Maruti Swift VDI,6.75,2019.0,Dealer,20000,Diesel,Manual,28.4,1248.0,74.0,5.0
Mercedes-Benz C-Class C 220 CDI Sport Edition,14.9,2014.0,Dealer,6800,Diesel,Automatic,14.84,2143.0,167.62,5.0
Hyundai i20 Asta,2.65,2011.0,Dealer,60000,Petrol,Manual,17.0,1197.0,80.0,5.0
Honda Civic 1.8 S AT,1.5,2006.0,Individual,120000,Petrol,Automatic,12.9,1799.0,130.0,5.0
Toyota Corolla Altis VL AT,11.99,2016.0,Dealer,34000,Petrol,Automatic,14.28,1798.0,138.03,5.0
Mitsubishi Pajero Sport 4X2 AT,14.5,2015.0,Dealer,100000,Diesel,Automatic,13.5,2477.0,175.56,7.0
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,7.5,2014.0,Dealer,98000,Diesel,Manual,12.8,2494.0,102.0,7.0
BMW 5 Series 520d Sedan,15.0,2013.0,Dealer,60000,Diesel,Automatic,18.48,17.0,5.0,5.0
